,y_true,y_pred,score
2105,3,3,[1.3710528e-04 8.2789804e-05 2.1425336e-04 9.9956578e-01]
2106,3,3,[3.9273754e-04 1.1000681e-04 5.6751142e-04 9.9892968e-01]
2107,3,3,[1.6905187e-04 9.4820556e-05 1.6443757e-04 9.9957162e-01]
2108,1,2,[2.1778413e-05 4.2440854e-02 8.7826961e-01 7.9267785e-02]
2109,3,3,[8.6414989e-04 1.2351714e-04 9.1072300e-04 9.9810165e-01]
2110,3,3,[9.5104461e-04 9.3630675e-05 7.0746412e-04 9.9824786e-01]
2111,1,2,[2.7802236e-05 2.7286045e-03 9.9701047e-01 2.3310119e-04]
2112,3,3,[7.0184797e-05 6.7179972e-05 4.4056776e-04 9.9942207e-01]
2113,3,3,[1.2783613e-04 6.8110057e-05 2.1166635e-04 9.9959236e-01]
2114,3,3,[3.71151022e-04 1.04321836e-04 3.64371546e-04 9.99160171e-01]
2115,3,3,[2.4686949e-04 8.6500797e-05 1.3627006e-04 9.9953032e-01]
2116,1,1,[6.3579491e-06 9.9092555e-01 4.8135836e-03 4.2544394e-03]
2117,3,3,[3.2843804e-04 2.3615974e-04 4.0615711e-04 9.9902928e-01]
2118,3,3,[3.4641780e-04 7.8693149e-05 7.0188858e-04 9.9887294e-01]
2119,1,1,[1.6889990e-05 9.4340575e-01 5.2647781e-02 3.9295941e-03]
2120,3,3,[8.9215362e-05 3.3103314e-03 3.2258597e-01 6.7401439e-01]
2121,3,3,[2.3673227e-05 2.5490712e-04 7.3831773e-04 9.9898309e-01]
2122,3,3,[3.9078583e-05 6.8343728e-04 6.4241973e-04 9.9863499e-01]
2123,3,3,[3.8929811e-05 7.0933753e-04 3.9721586e-04 9.9885452e-01]
2124,3,3,[1.2573852e-05 3.2775324e-02 1.8694611e-03 9.6534270e-01]
2125,3,3,[1.1260636e-04 4.4840653e-04 2.7739533e-04 9.9916160e-01]
2126,3,2,[2.7873519e-05 1.8156950e-04 9.2577678e-01 7.4013665e-02]
2127,3,2,[2.7680449e-05 9.8714821e-02 8.9766467e-01 3.5927615e-03]
2128,3,3,[1.3524258e-04 8.3220517e-04 9.1914413e-03 9.8984104e-01]
2129,3,3,[2.6637988e-04 4.6753671e-04 5.0931796e-03 9.9417287e-01]
2130,3,3,[3.9186983e-04 2.6894745e-04 3.7352047e-03 9.9560404e-01]
2131,3,3,[4.3896039e-04 1.1048031e-04 1.7904075e-03 9.9766016e-01]
2132,3,1,[1.5078207e-05 9.7059059e-01 1.3108329e-02 1.6285995e-02]
2133,3,3,[6.5813586e-04 3.7071371e-04 8.2695959e-03 9.9070156e-01]
2134,3,2,[1.5034006e-03 2.2667510e-04 5.8141524e-01 4.1685465e-01]
2135,1,1,[6.3456664e-06 9.9780589e-01 6.3680246e-04 1.5509931e-03]
2136,2,3,[1.4446052e-04 3.3830019e-04 3.2539001e-01 6.7412716e-01]
2137,3,3,[1.0347909e-04 6.6371846e-05 5.9676135e-04 9.9923337e-01]
2138,3,3,[8.5361273e-05 9.1594826e-05 1.7647756e-03 9.9805826e-01]
2139,3,3,[8.6542379e-05 9.5584626e-05 4.0396687e-04 9.9941397e-01]
2140,3,3,[6.8304973e-05 1.8850868e-04 5.1017939e-03 9.9464130e-01]
2141,3,3,[3.3228280e-04 1.5618953e-04 1.4102140e-03 9.9810129e-01]
2142,3,3,[2.087173e-04 6.740417e-05 7.634103e-04 9.989605e-01]
2143,2,2,[1.5555910e-05 9.9959597e-04 9.9833989e-01 6.4486347e-04]
2144,3,3,[2.2225270e-04 1.6560707e-04 8.3377250e-02 9.1623491e-01]
2145,3,3,[2.2385379e-04 5.2387411e-05 3.7894308e-04 9.9934477e-01]
2146,3,3,[4.2546375e-04 1.8130489e-04 3.1483453e-02 9.6790981e-01]
2147,3,3,[1.3048798e-04 7.8164063e-05 2.5595349e-04 9.9953544e-01]
2148,3,3,[9.995910e-04 6.298809e-05 2.294829e-03 9.966426e-01]
2149,3,3,[1.1276309e-03 5.8003156e-05 4.6914956e-04 9.9834526e-01]
2150,3,3,[1.7037247e-03 9.9866047e-05 4.3058526e-04 9.9776578e-01]
2151,1,2,[1.0077145e-05 2.8357868e-05 9.9891043e-01 1.0511427e-03]
2152,3,2,[1.2261972e-04 3.4983696e-05 9.5824951e-01 4.1592900e-02]
2153,3,3,[8.4621352e-05 1.6110926e-04 2.0031737e-04 9.9955398e-01]
2154,3,3,[3.4130478e-04 9.6874057e-05 1.7329549e-03 9.9782890e-01]
2155,3,3,[9.0987836e-05 1.7582376e-04 1.4871081e-04 9.9958438e-01]
2156,3,3,[9.4363029e-05 4.0538132e-04 2.3815534e-01 7.6134485e-01]
2157,2,3,[1.9659961e-04 6.7452085e-04 7.8154920e-04 9.9834728e-01]
2158,3,3,[1.3622022e-04 3.0202215e-04 3.4361440e-04 9.9921811e-01]
2159,2,2,[9.8771688e-06 1.9504774e-05 9.9965596e-01 3.1464972e-04]
2160,3,3,[1.8128147e-04 3.8710609e-04 2.7836932e-04 9.9915326e-01]
2161,3,3,[1.5573997e-04 2.0178556e-04 1.9197655e-04 9.9945050e-01]
2162,3,3,[1.6495725e-04 2.0663417e-04 1.5150674e-04 9.9947697e-01]
2163,3,3,[2.9373364e-04 1.4371764e-04 1.9263744e-04 9.9936992e-01]
2164,3,1,[4.7232670e-06 9.9185866e-01 4.9062270e-05 8.0874888e-03]
2165,3,3,[3.7940763e-04 3.5195527e-04 1.9722388e-04 9.9907136e-01]
2166,2,2,[1.8034925e-04 1.3611866e-04 8.5210466e-01 1.4757892e-01]
2167,2,1,[2.7309859e-06 9.9834228e-01 4.0471784e-04 1.2502000e-03]
2168,3,3,[1.3653605e-04 2.0372157e-04 2.4575763e-03 9.9720216e-01]
2169,3,3,[1.3325158e-04 8.9723100e-05 2.6091680e-04 9.9951613e-01]
2170,3,3,[2.5204185e-03 1.1235459e-04 7.4663106e-04 9.9662054e-01]
2171,3,3,[2.0607395e-04 9.1749622e-05 1.7641438e-04 9.9952579e-01]
2172,3,1,[3.3807108e-05 9.8212618e-01 4.2204279e-03 1.3619479e-02]
2173,3,3,[1.8562523e-04 3.7198942e-02 3.9380486e-04 9.6222168e-01]
2174,2,3,[1.7519764e-04 7.5654061e-05 5.9539089e-03 9.9379516e-01]
2175,1,1,[1.7290364e-05 9.9869186e-01 2.8767521e-04 1.0031783e-03]
2176,3,3,[2.8558939e-05 1.2125674e-04 4.3697472e-04 9.9941325e-01]
2177,3,3,[4.2823987e-05 8.6120119e-05 2.6248815e-04 9.9960858e-01]
2178,3,3,[4.3788034e-05 2.1185304e-04 3.4416080e-04 9.9940026e-01]
2179,3,3,[7.41964468e-05 1.03275976e-04 1.55623085e-04 9.99666810e-01]
2180,3,3,[2.7636421e-04 1.5048246e-04 1.4714721e-03 9.9810165e-01]
2181,3,3,[1.0227491e-04 2.9754770e-04 3.6563529e-04 9.9923456e-01]
2182,3,3,[5.7768604e-05 8.8218840e-05 4.7327555e-04 9.9938083e-01]
2183,2,1,[1.7635472e-05 8.5970193e-01 6.3960932e-02 7.6319441e-02]
2184,3,2,[5.0368944e-05 2.9550079e-04 9.8318058e-01 1.6473468e-02]
2185,3,3,[5.2508589e-05 6.8561945e-05 6.2017748e-04 9.9925870e-01]
2186,2,2,[1.0972692e-04 1.1000212e-03 9.4581699e-01 5.2973315e-02]
2187,3,3,[4.0500734e-05 1.0048425e-04 3.7706239e-04 9.9948198e-01]
2188,3,3,[1.5755204e-04 9.2697926e-05 6.5018535e-03 9.9324787e-01]
2189,3,3,[3.7517631e-03 1.8459350e-04 7.2810950e-04 9.9533552e-01]
2190,2,2,[6.5962355e-05 2.0951958e-04 9.3379319e-01 6.5931268e-02]
2191,2,2,[7.6469614e-06 7.5880707e-05 9.9962056e-01 2.9595665e-04]
2192,3,3,[1.7948161e-04 1.5612895e-03 5.0766217e-03 9.9318260e-01]
2193,3,3,[2.2796581e-04 6.4736349e-05 4.7611017e-04 9.9923122e-01]
2194,3,3,[2.7358648e-04 1.2432423e-04 8.8025373e-04 9.9872178e-01]
2195,3,3,[2.9588881e-04 8.0558457e-05 4.1137624e-04 9.9921215e-01]
2196,3,3,[7.4685400e-04 4.3400348e-04 2.3996218e-03 9.9641955e-01]
2197,1,1,[2.3661361e-05 9.4692141e-01 5.5632001e-04 5.2498598e-02]
2198,3,3,[6.0345785e-04 1.1797864e-04 4.8829373e-03 9.9439561e-01]
2199,1,1,[2.9335565e-06 9.9799639e-01 2.8453974e-04 1.7161499e-03]
2200,3,2,[1.6362876e-05 3.4856504e-05 9.9794024e-01 2.0084137e-03]
2201,3,3,[4.8333962e-04 1.2227758e-04 6.2349997e-04 9.9877089e-01]
2202,3,3,[3.9713635e-04 2.9357025e-04 1.9319830e-02 9.7998947e-01]
2203,3,3,[3.1800754e-04 1.6169182e-04 3.3828217e-04 9.9918205e-01]
2204,3,3,[2.6366401e-03 2.2419670e-04 1.4795474e-03 9.9565953e-01]
2205,3,3,[1.1093076e-02 6.8041781e-04 4.5532818e-04 9.8777127e-01]
2206,2,3,[1.7350879e-03 2.4310670e-04 1.5091938e-03 9.9651271e-01]
2207,2,2,[1.5242973e-05 1.2745039e-04 9.9973351e-01 1.2381397e-04]
2208,2,3,[0.00449609 0.02676225 0.34131926 0.6274224 ]
2209,3,3,[2.0937556e-04 2.5433311e-04 1.5678424e-04 9.9937952e-01]
2210,3,3,[2.2520669e-04 1.5175554e-04 2.8082920e-04 9.9934214e-01]
2211,3,3,[1.1920995e-04 4.1433796e-04 1.0063013e-04 9.9936587e-01]
2212,3,3,[2.1126724e-04 1.8677870e-02 2.6511892e-03 9.7845960e-01]
2213,3,1,[0.02734675 0.7001567  0.03094214 0.24155445]
2214,3,2,[0.00242865 0.22007874 0.73992836 0.03756418]
2215,2,2,[0.00372939 0.20408876 0.78786564 0.00431617]
2216,3,3,[1.2823621e-04 6.5217158e-05 3.7682414e-04 9.9942976e-01]
2217,3,3,[2.1603113e-04 1.2214422e-04 2.0023543e-04 9.9946159e-01]
2218,3,3,[2.5063261e-04 1.0521825e-04 3.3670178e-04 9.9930751e-01]
2219,3,3,[2.2136740e-04 1.2806499e-04 1.5220803e-04 9.9949837e-01]
2220,3,3,[9.7813399e-04 7.9522484e-05 1.3012870e-03 9.9764109e-01]
2221,3,3,[2.4224282e-04 2.5623891e-04 6.6508836e-04 9.9883646e-01]
2222,3,3,[7.0831832e-04 9.5848569e-05 1.7330473e-02 9.8186535e-01]
2223,2,2,[2.6984379e-04 6.3427696e-03 7.4025297e-01 2.5313443e-01]
2224,3,3,[5.9779162e-05 9.0664405e-05 3.5946773e-04 9.9949002e-01]
2225,3,3,[9.3155497e-05 1.1417603e-04 1.9496004e-04 9.9959773e-01]
2226,3,3,[8.8439083e-05 9.5255637e-05 2.2435524e-04 9.9959201e-01]
2227,3,3,[1.3558738e-04 9.1153466e-05 1.5930031e-04 9.9961394e-01]
2228,3,1,[2.7665167e-06 9.9630535e-01 2.5349658e-04 3.4383941e-03]
2229,3,3,[5.7502322e-05 2.4135786e-03 3.5549293e-04 9.9717343e-01]
2230,3,3,[1.9623186e-04 7.0558301e-05 4.5462634e-04 9.9927860e-01]
2231,2,1,[4.0783707e-06 9.9604720e-01 1.5700739e-03 2.3786821e-03]
2232,3,2,[2.6824891e-05 6.4264757e-05 9.7756654e-01 2.2342371e-02]
2233,3,3,[3.8779256e-04 9.6716765e-05 5.8967067e-04 9.9892586e-01]
2234,2,3,[3.6847865e-04 1.3666804e-04 3.2944379e-03 9.9620038e-01]
2235,3,3,[2.0968198e-04 1.1681996e-04 3.0771681e-04 9.9936575e-01]
2236,3,3,[1.6021256e-03 1.4804697e-04 7.8170962e-04 9.9746811e-01]
2237,3,3,[6.4139185e-03 2.4071182e-04 5.4048450e-04 9.9280483e-01]
2238,2,3,[1.0118930e-03 1.8310281e-04 2.8563224e-04 9.9851936e-01]
2239,2,2,[8.2091001e-06 1.3065984e-04 9.9952793e-01 3.3316194e-04]
2240,3,3,[1.68945873e-04 1.00835445e-04 8.53012258e-04 9.98877227e-01]
2241,1,1,[4.1232379e-05 9.9443662e-01 3.0262410e-03 2.4958716e-03]
2242,3,3,[2.1190278e-04 9.1683971e-05 2.6169021e-04 9.9943465e-01]
2243,3,3,[2.0445912e-04 8.4765052e-05 1.4893568e-04 9.9956185e-01]
2244,3,3,[2.3284617e-04 2.9399866e-04 6.3042040e-04 9.9884272e-01]
2245,3,1,[3.9216076e-05 9.6374124e-01 9.3795148e-05 3.6125753e-02]
2246,3,3,[1.8318721e-04 7.3971067e-05 4.4966597e-04 9.9929309e-01]
2247,1,1,[8.8934048e-06 9.9858475e-01 2.0136828e-04 1.2049963e-03]
2248,3,3,[1.2401646e-04 1.8373036e-04 2.2436955e-04 9.9946791e-01]
2249,3,3,[1.3519074e-04 6.3783751e-05 3.4821621e-04 9.9945289e-01]
2250,3,3,[2.0821870e-04 1.9400640e-04 2.1418059e-04 9.9938357e-01]
2251,3,3,[2.1078379e-04 9.1300768e-05 1.4772041e-04 9.9955016e-01]
2252,3,3,[5.1856047e-04 2.0310837e-04 4.6582927e-04 9.9881256e-01]
2253,3,3,[1.0859313e-03 4.3322574e-03 1.1571222e-04 9.9446613e-01]
2254,3,3,[8.4056177e-05 1.3371187e-04 3.9300480e-04 9.9938929e-01]
2255,3,1,[1.9578250e-04 9.9049664e-01 5.9701179e-05 9.2479130e-03]
2256,3,3,[2.4745963e-04 2.7574413e-04 3.5758835e-04 9.9911922e-01]
2257,2,3,[1.1185139e-04 1.9796065e-04 2.2719472e-04 9.9946290e-01]
2258,3,3,[1.3748420e-04 2.4038937e-04 2.0502518e-04 9.9941707e-01]
2259,3,3,[1.4000702e-04 1.9245752e-04 1.3252249e-04 9.9953508e-01]
2260,3,3,[2.1875260e-04 2.4034530e-04 2.0791107e-04 9.9933285e-01]
2261,3,3,[5.08164812e-04 1.16311094e-04 2.61796842e-04 9.99113619e-01]
2262,3,3,[1.3061106e-04 2.6671760e-04 3.0018136e-04 9.9930251e-01]
2263,2,3,[4.4081421e-04 4.6665195e-02 2.8164247e-03 9.5007765e-01]
2264,3,3,[3.7359012e-05 1.6536167e-03 1.1434702e-01 8.8396204e-01]
2265,3,3,[8.7081069e-05 9.9974997e-05 2.2103517e-04 9.9959189e-01]
2266,3,3,[1.0595094e-04 1.9274109e-04 2.6939972e-04 9.9943191e-01]
2267,3,3,[1.1450417e-04 1.6483584e-04 1.5702847e-04 9.9956363e-01]
2268,2,3,[1.1441251e-04 3.2186287e-04 6.0485676e-04 9.9895883e-01]
2269,3,3,[2.2282163e-04 1.1765368e-04 1.7387672e-04 9.9948573e-01]
2270,3,3,[1.3472160e-04 1.8178529e-04 3.7946214e-04 9.9930406e-01]
2271,2,2,[1.4075436e-05 1.0143428e-02 9.7008979e-01 1.9752704e-02]
2272,3,3,[5.4969354e-05 9.9904588e-05 2.1588879e-04 9.9962926e-01]
2273,3,3,[1.15149902e-04 1.19304954e-04 1.51652988e-04 9.99613941e-01]
2274,3,3,[3.5140835e-04 1.2103977e-04 2.3048437e-04 9.9929702e-01]
2275,3,3,[1.07941560e-04 1.66239552e-04 1.06207895e-04 9.99619603e-01]
2276,1,1,[1.4490565e-05 9.5332694e-01 4.2764400e-03 4.2382099e-02]
2277,3,3,[1.2263485e-03 8.4628456e-04 3.7462023e-04 9.9755269e-01]
2278,3,3,[7.9359364e-05 9.3494542e-05 3.1894546e-03 9.9663770e-01]
2279,1,1,[2.0707603e-05 9.9645078e-01 2.0000795e-03 1.5283995e-03]
2280,3,3,[8.4197673e-05 1.0652804e-04 2.9933479e-04 9.9950993e-01]
2281,2,3,[9.4712370e-05 1.3800374e-04 1.8709518e-04 9.9958020e-01]
2282,3,3,[2.5943705e-04 1.5611484e-04 2.4273549e-04 9.9934179e-01]
2283,3,3,[1.1637041e-04 2.7108743e-04 1.0672854e-04 9.9950588e-01]
2284,3,3,[8.2080340e-05 4.8494631e-01 1.4189666e-03 5.1355267e-01]
2285,3,3,[1.9658674e-04 1.0357784e-02 3.1058493e-04 9.8913503e-01]
2286,3,3,[1.1596945e-04 1.6113376e-04 3.2569820e-04 9.9939716e-01]
2287,1,1,[4.2437896e-06 9.9813473e-01 3.5792467e-04 1.5030805e-03]
2288,3,3,[4.4414377e-05 2.7660048e-04 7.9179602e-04 9.9888724e-01]
2289,3,3,[4.7140042e-05 2.6412588e-04 3.8533026e-04 9.9930346e-01]
2290,3,3,[3.3019536e-05 1.5029984e-03 7.3341129e-04 9.9773055e-01]
2291,3,3,[3.6631340e-05 3.9634053e-04 3.0692582e-04 9.9926013e-01]
2292,3,3,[4.4551380e-05 3.2722295e-04 4.5374656e-04 9.9917454e-01]
2293,3,3,[3.1861116e-04 1.7665350e-03 5.7562836e-04 9.9733931e-01]
2294,3,3,[2.4808009e-04 4.5354289e-04 2.8370325e-03 9.9646133e-01]
2295,3,3,[0.3847756  0.00956958 0.02476474 0.58089006]
2296,3,3,[1.3470028e-04 2.9258290e-04 5.5625854e-04 9.9901640e-01]
2297,3,3,[1.8867532e-04 6.2873456e-05 3.0466760e-04 9.9944371e-01]
2298,3,3,[4.0413038e-04 1.5380880e-04 8.3711528e-04 9.9860495e-01]
2299,3,3,[2.1769405e-04 7.1891052e-05 2.3982978e-04 9.9947065e-01]
2300,3,3,[1.0926337e-04 1.1563317e-03 1.0971262e-03 9.9763727e-01]
2301,3,3,[2.5985908e-04 9.2007575e-04 3.7238930e-04 9.9844766e-01]
2302,3,3,[1.6546054e-04 7.2400333e-05 1.2623128e-03 9.9849987e-01]
2303,1,1,[3.3340805e-06 9.9701869e-01 2.5690347e-04 2.7210712e-03]
2304,3,3,[1.1060921e-04 1.0737198e-04 4.4898654e-04 9.9933308e-01]
2305,3,3,[1.7265265e-04 9.2306225e-05 1.7952712e-04 9.9955541e-01]
2306,3,3,[1.2132492e-02 6.0614839e-04 6.0823356e-04 9.8665303e-01]
2307,3,3,[1.1670886e-04 1.3471185e-04 1.2045576e-04 9.9962819e-01]
2308,3,3,[5.4189906e-04 3.5390316e-04 7.4865553e-04 9.9835545e-01]
2309,3,3,[4.0823729e-03 4.0558929e-04 2.8109612e-04 9.9523085e-01]
2310,3,3,[1.1660550e-04 6.7304842e-05 5.9116044e-04 9.9922490e-01]
2311,1,1,[1.6009271e-05 9.9513149e-01 6.8269228e-04 4.1697966e-03]
2312,3,3,[2.5436428e-04 7.2690353e-05 1.5492744e-03 9.9812371e-01]
2313,3,3,[1.5963257e-04 8.7884589e-05 2.0242324e-04 9.9954993e-01]
2314,3,3,[2.7688977e-04 1.3240504e-04 5.9658824e-04 9.9899405e-01]
2315,3,3,[1.1280976e-04 1.7259752e-04 1.2474049e-04 9.9958986e-01]
2316,3,3,[6.5626623e-04 9.8092809e-05 3.0980627e-03 9.9614763e-01]
2317,3,3,[7.8549003e-04 2.0898135e-04 1.5779096e-03 9.9742752e-01]
2318,3,3,[2.1408319e-03 2.1897293e-04 4.3139711e-02 9.5450056e-01]
2319,1,2,[1.1122792e-05 1.3310900e-04 9.9961001e-01 2.4585935e-04]
2320,3,3,[1.4600363e-04 8.6737316e-05 1.3183361e-04 9.9963534e-01]
2321,3,3,[2.1366906e-04 1.6097609e-04 1.0381311e-04 9.9952149e-01]
2322,3,3,[2.6361196e-04 2.2316071e-04 1.2414927e-04 9.9938905e-01]
2323,3,3,[2.0090188e-04 2.0919119e-04 9.1880785e-05 9.9949801e-01]
2324,3,3,[1.8671910e-04 7.5303763e-03 5.5881491e-04 9.9172407e-01]
2325,3,3,[5.3717120e-04 2.7082537e-04 2.3610548e-04 9.9895597e-01]
2326,3,3,[1.5184072e-04 3.9331955e-04 1.6185727e-04 9.9929297e-01]
2327,1,1,[7.34457035e-06 9.95293438e-01 1.14975875e-04 4.58420580e-03]
2328,3,3,[3.3656228e-04 3.5527861e-04 4.7889163e-04 9.9882919e-01]
2329,3,3,[1.0435784e-04 3.4320942e-04 2.4770937e-04 9.9930477e-01]
2330,3,3,[2.7254422e-04 2.4589701e-04 2.2452211e-04 9.9925703e-01]
2331,3,3,[2.0823153e-04 2.6442268e-04 2.1079724e-04 9.9931657e-01]
2332,3,3,[5.465413e-05 8.312028e-02 2.022992e-03 9.148020e-01]
2333,3,3,[0.1029094  0.00100613 0.00161426 0.8944702 ]
2334,3,3,[3.1991224e-04 2.5291316e-04 6.4003291e-03 9.9302691e-01]
2335,3,0,[9.8875451e-01 1.0645659e-02 1.2673344e-04 4.7309455e-04]
2336,3,3,[8.9859459e-05 1.2517665e-04 3.0773170e-03 9.9670756e-01]
2337,3,3,[1.1724493e-04 8.4448118e-05 3.6054288e-04 9.9943775e-01]
2338,3,3,[2.3130127e-04 1.2130519e-04 8.5443462e-04 9.9879289e-01]
2339,3,3,[1.1640963e-04 9.7388351e-05 2.2381736e-04 9.9956244e-01]
2340,3,3,[6.1953964e-05 2.7942985e-02 4.1848317e-01 5.5351186e-01]
2341,3,3,[0.00627768 0.00306668 0.00264304 0.9880127 ]
2342,2,3,[2.6029826e-04 6.2999090e-05 1.0493738e-03 9.9862742e-01]
2343,1,2,[2.7377859e-05 6.7384192e-03 9.9274749e-01 4.8678153e-04]
2344,3,3,[2.3668856e-04 1.3859666e-04 3.2065154e-04 9.9930406e-01]
2345,3,3,[1.72230415e-04 1.04895895e-04 2.07185643e-04 9.99515772e-01]
2346,3,3,[2.2619523e-04 1.2636368e-04 2.4743946e-04 9.9939990e-01]
2347,3,3,[2.2635332e-04 1.2285860e-04 1.4839941e-04 9.9950242e-01]
2348,1,1,[3.2877251e-06 9.9532276e-01 4.7542653e-05 4.6265046e-03]
2349,3,3,[3.5418314e-04 2.2906395e-04 2.2376752e-04 9.9919301e-01]
2350,3,3,[3.0497357e-04 1.0306900e-04 8.7383145e-04 9.9871814e-01]
2351,1,1,[4.3923105e-06 9.9879634e-01 1.3877708e-04 1.0604946e-03]
2352,3,3,[9.0758498e-05 7.9358564e-05 1.7808519e-04 9.9965179e-01]
2353,3,3,[1.1402272e-04 7.9670936e-05 1.3789593e-04 9.9966836e-01]
2354,3,3,[1.0267977e-04 1.5374244e-04 1.6528310e-04 9.9957830e-01]
2355,3,3,[1.4352462e-04 1.0322058e-04 1.0894419e-04 9.9964428e-01]
2356,3,1,[1.2695631e-05 8.0718702e-01 2.9391103e-04 1.9250637e-01]
2357,3,3,[1.3915502e-04 3.3637433e-04 1.7363005e-04 9.9935073e-01]
2358,2,2,[1.5377910e-04 4.2566462e-05 9.7515184e-01 2.4651861e-02]
2359,1,1,[1.0577461e-05 9.9228799e-01 3.0590687e-03 4.6423515e-03]
2360,3,3,[7.9355523e-05 6.7202654e-04 6.6310196e-04 9.9858558e-01]
2361,3,3,[1.3233410e-04 2.1466386e-04 2.7580268e-04 9.9937719e-01]
2362,3,3,[1.8409861e-04 2.7825142e-04 2.5686089e-04 9.9928075e-01]
2363,3,3,[9.5310555e-05 3.7705025e-04 1.6497175e-04 9.9936265e-01]
2364,3,3,[2.1347651e-04 9.6985567e-03 3.8316014e-04 9.8970479e-01]
2365,3,3,[6.9347007e-04 2.8719084e-04 2.9611259e-04 9.9872321e-01]
2366,3,3,[8.1219041e-05 2.2497076e-04 1.3587155e-03 9.9833518e-01]
2367,1,1,[1.2259570e-05 9.7937733e-01 6.8819500e-03 1.3728405e-02]
2368,3,3,[1.1715747e-04 2.5740659e-04 7.6261995e-04 9.9886274e-01]
2369,1,3,[8.2493651e-05 2.0500720e-03 7.2912296e-04 9.9713826e-01]
2370,3,3,[2.3044828e-04 1.4462057e-04 3.1095464e-04 9.9931395e-01]
2371,3,3,[1.4309913e-04 1.7144765e-04 1.1674299e-04 9.9956864e-01]
2372,3,3,[6.6225888e-04 1.1120219e-04 5.7999894e-04 9.9864656e-01]
2373,3,3,[0.41122037 0.15967973 0.00059863 0.42850134]
2374,3,3,[7.7485711e-05 1.7646240e-04 3.0766372e-04 9.9943835e-01]
2375,1,0,[8.7755549e-01 1.1849463e-01 2.6309682e-04 3.6868092e-03]
2376,3,3,[1.0553345e-04 2.0057464e-04 1.3244664e-04 9.9956149e-01]
2377,3,3,[1.8711257e-04 1.5940807e-04 1.5964219e-04 9.9949384e-01]
2378,3,3,[4.1446328e-04 3.5904348e-04 1.7312885e-04 9.9905330e-01]
2379,3,3,[1.5883712e-04 2.6739336e-04 7.5498334e-05 9.9949825e-01]
2380,3,3,[2.3113391e-03 4.2328931e-04 8.0869667e-04 9.9645668e-01]
2381,3,3,[4.5948254e-04 1.4456627e-02 1.7668797e-04 9.8490727e-01]
2382,3,2,[0.00450293 0.05590978 0.7007539  0.23883334]
2383,1,1,[2.1967418e-05 9.9697196e-01 6.2337075e-04 2.3827143e-03]
2384,2,3,[1.0029342e-04 1.0511318e-03 4.1634509e-01 5.8250350e-01]
2385,3,3,[1.4029002e-04 6.5274522e-05 3.9240875e-04 9.9940205e-01]
2386,3,3,[1.4584795e-04 1.3789169e-04 6.4857170e-04 9.9906772e-01]
2387,3,3,[9.5265001e-05 1.0237006e-04 1.4737550e-04 9.9965501e-01]
2388,3,3,[2.2105417e-04 1.4677699e-04 3.9382785e-04 9.9923837e-01]
2389,3,3,[3.1142545e-04 4.1228556e-04 2.9255016e-04 9.9898368e-01]
2390,3,3,[3.0998938e-04 9.7186668e-05 2.3594448e-04 9.9935681e-01]
2391,2,2,[3.4376487e-04 6.4488076e-02 6.3001424e-01 3.0515400e-01]
2392,3,3,[3.8931303e-05 2.8397461e-02 1.3175046e-02 9.5838851e-01]
2393,3,3,[5.7464662e-05 2.2397598e-04 1.3995156e-04 9.9957854e-01]
2394,3,3,[7.7489458e-05 2.9792156e-04 2.5505631e-04 9.9936956e-01]
2395,3,3,[9.7649769e-05 1.8207087e-04 1.4744436e-04 9.9957281e-01]
2396,3,3,[5.323545e-05 5.827149e-02 5.261441e-04 9.411491e-01]
2397,3,1,[3.8140304e-05 8.5442668e-01 4.2973322e-04 1.4510551e-01]
2398,3,3,[1.2563565e-04 9.8001459e-05 1.5050734e-03 9.9827123e-01]
2399,1,1,[2.2328886e-06 9.9794906e-01 8.0246199e-04 1.2462644e-03]
2400,3,3,[1.5550613e-04 2.5236272e-04 1.1358290e-03 9.9845636e-01]
2401,3,3,[1.7686372e-04 2.5052682e-04 4.0385828e-04 9.9916875e-01]
2402,3,3,[7.9528306e-04 1.4415832e-04 6.2031584e-04 9.9844033e-01]
2403,3,3,[2.1902972e-04 2.5500380e-04 2.9924855e-04 9.9922669e-01]
2404,3,3,[2.7070995e-04 9.5733261e-04 1.2887393e-03 9.9748319e-01]
2405,0,0,[9.9977416e-01 2.9546951e-05 5.1186789e-06 1.9118917e-04]
2406,3,3,[7.2280862e-05 1.7833539e-04 8.3868665e-04 9.9891067e-01]
2407,0,0,[9.9994266e-01 2.4120825e-05 3.5046041e-06 2.9733932e-05]
2408,3,3,[6.7701352e-05 9.4779569e-04 2.4789551e-04 9.9873656e-01]
2409,3,3,[9.9901248e-05 3.2461670e-04 9.2218550e-05 9.9948335e-01]
2410,3,3,[2.2159134e-04 6.3612405e-04 1.6878033e-04 9.9897349e-01]
2411,3,3,[1.6849651e-04 1.6335650e-04 1.2937261e-04 9.9953878e-01]
2412,3,1,[1.0860907e-05 9.6427774e-01 5.2874249e-05 3.5658523e-02]
2413,3,3,[2.1788722e-04 2.9052666e-04 1.6758394e-04 9.9932396e-01]
2414,3,3,[1.3223906e-04 2.0763965e-04 5.0153071e-04 9.9915862e-01]
2415,1,1,[3.7118002e-06 9.9756396e-01 1.1008011e-04 2.3222086e-03]
2416,3,3,[1.4944949e-04 4.4204222e-04 2.0579861e-04 9.9920279e-01]
2417,3,3,[1.6591648e-04 6.9699039e-05 1.6353124e-04 9.9960083e-01]
